"Time","HomeSchedulingName","AwaySchedulingName","HomeTeam","AwayTeam","HomeScores","VisitorScores","Pool","Division","Field","ReservationGroup","Place","GameName"
"2021-09-11 11:00:00",,,"Black Foxx","Heidelbärchen II","14","7","Pool A","Damen 2. Liga Süd","1","damen2s","Tübingen",
"2021-09-11 13:30:00",,,"Heidelbärchen II","MarGie","6","15","Pool A","Damen 2. Liga Süd","1","damen2s","Tübingen",
"2021-09-11 16:00:00",,,"Black Foxx","MarGie","13","15","Pool A","Damen 2. Liga Süd","1","damen2s","Tübingen",
"2021-09-11 11:00:00",,,"MarGie","MissTÜrious","12","15","Pool A","Damen 2. Liga Süd","2","damen2s","Tübingen",
"2021-09-11 13:30:00",,,"MissTÜrious","Black Foxx","15","6","Pool A","Damen 2. Liga Süd","2","damen2s","Tübingen",
"2021-09-11 16:00:00",,,"MissTÜrious","Heidelbärchen II","15","4","Pool A","Damen 2. Liga Süd","2","damen2s","Tübingen",
"2021-09-11 11:00:00",,,"Seed #1.","Seed #4",,,"Pool A","DMO21_4er","1","openX","Tübingen",
"2021-09-11 13:30:00",,,"Seed #4","Seed #2",,,"Pool A","DMO21_4er","1","openX","Tübingen",
"2021-09-11 16:00:00",,,"Seed #1.","Seed #2",,,"Pool A","DMO21_4er","1","openX","Tübingen",
"2021-09-11 11:00:00",,,"Seed #2","Seed #3",,,"Pool A","DMO21_4er","2","openX","Tübingen",
"2021-09-11 13:30:00",,,"Seed #3","Seed #1.",,,"Pool A","DMO21_4er","2","openX","Tübingen",
"2021-09-11 16:00:00",,,"Seed #3","Seed #4",,,"Pool A","DMO21_4er","2","openX","Tübingen",
"2021-09-12 09:00:00","Pool A 3","Pool B 4","Woodchicas","Frankas","15","9","Finale 5-8","Damen 1. Liga","1","damen1","Berlin",
"2021-09-12 10:40:00","Pool A 1","Pool B 2","Mainzelmädchen","Heidelbärchen","15","12","Finale 1-4","Damen 1. Liga","1","damen1","Berlin",
"2021-09-12 12:20:00","Pool A 3","Pool B 3","Woodchicas","M-Pfau","12","11","Finale 5-8","Damen 1. Liga","1","damen1","Berlin",
"2021-09-12 14:00:00","SF Winner 1","SF Winner 2","Mainzelmädchen","jinX","15","14","Finale 1-4 Finals","Damen 1. Liga","1","damen1","Berlin",
"2021-09-12 09:00:00","Pool B 3","Pool A 4","M-Pfau","GoHo Girls","9","15","Finale 5-8","Damen 1. Liga","2","damen1","Berlin",
"2021-09-12 10:40:00","Pool B 1","Pool A 2","jinX","Seagulls","15","13","Finale 1-4","Damen 1. Liga","2","damen1","Berlin",
"2021-09-12 12:20:00","Pool A 4","Pool B 4","GoHo Girls","Frankas","15","2","Finale 5-8","Damen 1. Liga","2","damen1","Berlin",
"2021-09-12 14:00:00","SF Loser 1","SF Loser 2","Heidelbärchen","Seagulls","15","11","Finale 1-4 Finals","Damen 1. Liga","2","damen1","Berlin",
"2021-09-12 10:00:00",,,"Bonobabes","U de Cologne","6","15","Pool A","Damen 2. Liga Nord","1","damen2n","Aachen",
"2021-09-12 12:30:00",,,"U de Cologne","Gulls2Sea","15","7","Pool A","Damen 2. Liga Nord","1","damen2n","Aachen",
"2021-09-12 10:00:00",,,"Gulls2Sea","Metronom","15","14","Pool A","Damen 2. Liga Nord","2","damen2n","Aachen",
"2021-09-12 12:30:00",,,"Bonobabes","Frizzly Bears","9","15","Pool A","Damen 2. Liga Nord","2","damen2n","Aachen",
"2021-09-12 09:00:00","Pool A 3","Pool B 4","BORA","7 Schwaben","12","15","Finale 5-8","Open 1. Liga 1-8","1","open1a","Schwaigern",
"2021-09-12 10:40:00","Pool A 1","Pool B 2","Wall City","MUC","15","10","Finale 1-4","Open 1. Liga 1-8","1","open1a","Schwaigern",
"2021-09-12 12:20:00","Pool A 3","Pool B 3","BORA","Frizzly Bears","15","14","Finale 5-8","Open 1. Liga 1-8","1","open1a","Schwaigern",
"2021-09-12 14:00:00","SF Winner 1","SF Winner 2","Wall City","Bad Skid","12","13","Finale 1-4 Finals","Open 1. Liga 1-8","1","open1a","Schwaigern",
"2021-09-12 09:00:00","Pool B 3","Pool A 4","Frizzly Bears","Heidees","15","10","Finale 5-8","Open 1. Liga 1-8","2","open1a","Schwaigern",
"2021-09-12 10:40:00","Pool B 1","Pool A 2","Ars Ludendi","Bad Skid","12","15","Finale 1-4","Open 1. Liga 1-8","2","open1a","Schwaigern",
"2021-09-12 12:20:00","Pool A 4","Pool B 4","Heidees","7 Schwaben","15","10","Finale 5-8","Open 1. Liga 1-8","2","open1a","Schwaigern",
"2021-09-12 14:00:00","SF Loser 1","SF Loser 2","MUC","Ars Ludendi","15","11","Finale 1-4 Finals","Open 1. Liga 1-8","2","open1a","Schwaigern",
"2021-09-12 09:00:00",,,"Gummibärchen","Frank N.","10","15","Pool A","Open 1. Liga 9-16","1","open1b","MTV Karlsruhe",
"2021-09-12 10:40:00",,,"Goldfingers","Hardfisch","13","15","Pool A","Open 1. Liga 9-16","1","open1b","MTV Karlsruhe",
"2021-09-12 13:10:00",,,"Hardfisch","Hässliche Erdferkel","15","11","Pool A","Open 1. Liga 9-16","1","open1b","MTV Karlsruhe",
"2021-09-12 09:00:00",,,"Hässliche Erdferkel","GeRey","15","12","Pool A","Open 1. Liga 9-16","2","open1b","MTV Karlsruhe",
"2021-09-12 11:30:00",,,"GeRey","Frank N.","15","11","Pool A","Open 1. Liga 9-16","2","open1b","MTV Karlsruhe",
"2021-09-12 13:10:00",,,"Goldfingers","Gummibärchen","15","14","Pool A","Open 1. Liga 9-16","2","open1b","MTV Karlsruhe",
"2021-09-12 09:00:00",,,"Frühsport 02","Bonnsai","15","11","Pool A","Open 2. Liga Nord","1","open2n","Bonn",
"2021-09-12 11:10:00",,,"Hard2fisch","Family Ultimate","15","14","Pool A","Open 2. Liga Nord","1","open2n","Bonn",
"2021-09-12 13:20:00",,,"Funatics","Hard2fisch",,,"Pool A","Open 2. Liga Nord","1","open2n","Bonn",
"2021-09-12 09:00:00",,,"Drehst'n Deckel","Funatics","9","15","Pool A","Open 2. Liga Nord","2","open2n","Bonn",
"2021-09-12 11:10:00",,,"Frühsport 02","Drehst'n Deckel",,,"Pool A","Open 2. Liga Nord","2","open2n","Bonn",
"2021-09-12 13:20:00",,,"Bonnsai","Family Ultimate","15","8","Pool A","Open 2. Liga Nord","2","open2n","Bonn",
"2021-09-12 10:00:00",,,"Paradisco","Wolpertinger","9","15","Pool A","Open 2. Liga Süd","1","open2s","ESV München",
"2021-09-12 12:40:00",,,"Kiel 2","Wolpertinger","15","14","Pool A","Open 2. Liga Süd","1","open2s","ESV München",
"2021-09-12 10:00:00",,,"THW","Kiel 2","11","15","Pool A","Open 2. Liga Süd","2","open2s","ESV München",
"2021-09-12 12:40:00",,,"Sturm und Drang","THW","6","15","Pool A","Open 2. Liga Süd","2","open2s","ESV München",
"2021-09-12 09:00:00",,,"Schleudertrauma","DJ Dahlem","15","3","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2021-09-12 10:40:00",,,"EazyEastKoast","Pizza Volante","14","12","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2021-09-12 13:10:00",,,"Disckick","EazyEastKoast","15","7","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2021-09-12 09:00:00",,,"Saxy Divers","Disckick","11","15","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2021-09-12 11:30:00",,,"Saxy Divers","DJ Dahlem","15","2","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2021-09-12 13:10:00",,,"Pizza Volante","Schleudertrauma","11","13","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2021-09-12 09:00:00",,,"Frisbielefeld","Bonobos","6","15","Pool A","Open 3. Liga NW","1","open3nw","Duisburg",
"2021-09-12 10:40:00",,,"Caracals","Die 7 Todsünden","15","10","Pool A","Open 3. Liga NW","1","open3nw","Duisburg",
"2021-09-12 13:10:00",,,"TeKielas","Caracals","15","13","Pool A","Open 3. Liga NW","1","open3nw","Duisburg",
"2021-09-12 09:00:00",,,"DU bist Frisbee","TeKielas","15","5","Pool A","Open 3. Liga NW","2","open3nw","Duisburg",
"2021-09-12 11:30:00",,,"DU bist Frisbee","Bonobos","15","14","Pool A","Open 3. Liga NW","2","open3nw","Duisburg",
"2021-09-12 13:10:00",,,"Die 7 Todsünden","Frisbielefeld","15","3","Pool A","Open 3. Liga NW","2","open3nw","Duisburg",
"2021-09-12 09:00:00",,,"Schwabing Frisbee Buam e.V.","Cultimaters","15","2","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2021-09-12 10:40:00",,,"Ratisbona Eagles","enerGi","8","15","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2021-09-12 13:10:00",,,"FT Würzburg Ultimate Spice Boyz","Ratisbona Eagles","15","7","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2021-09-12 09:00:00",,,"FT Würzburg Ultimate Spice Boyz","Wer(f)wölfe","14","13","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2021-09-12 11:30:00",,,"Wer(f)wölfe","Schwabing Frisbee Buam e.V.","10","15","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2021-09-12 13:10:00",,,"enerGi","Cultimaters","15","1","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2021-09-12 09:00:00",,,"Seed #5","Seed #6",,,"Pool A","DMO21_6er","1","X6","Würzburg",
"2021-09-12 11:10:00",,,"Seed #4","Seed #2",,,"Pool A","DMO21_6er","1","X6","Würzburg",
"2021-09-12 13:20:00",,,"Seed #1","Seed #4",,,"Pool A","DMO21_6er","1","X6","Würzburg",
"2021-09-12 09:00:00",,,"Seed #3","Seed #1",,,"Pool A","DMO21_6er","2","X6","Würzburg",
"2021-09-12 11:10:00",,,"Seed #5","Seed #3",,,"Pool A","DMO21_6er","2","X6","Würzburg",
"2021-09-12 13:20:00",,,"Seed #6","Seed #2",,,"Pool A","DMO21_6er","2","X6","Würzburg",
"2021-09-12 10:00:00",,,"2MUCL","Sturm und Drang","12","15","Pool A","Open 2. Liga Süd","3","open2s","ESV München",
"2021-09-12 12:40:00",,,"Paradisco","2MUCL","15","10","Pool A","Open 2. Liga Süd","3","open2s","ESV München",
"2021-09-12 10:00:00","Pool A 1","Pool A 4",,,,,"Finale 1-4","DMO21_4er","1","openX","Tübingen",
"2021-09-12 12:30:00","SF Winner 1","SF Winner 2",,,,,"Finale 1-4 Finals","DMO21_4er","1","openX","Tübingen",
"2021-09-12 10:00:00","Pool A 2","Pool A 3",,,,,"Finale 1-4","DMO21_4er","2","openX","Tübingen",
"2021-09-12 12:30:00","SF Loser 1","SF Loser 2",,,,,"Finale 1-4 Finals","DMO21_4er","2","openX","Tübingen",
"2021-09-25 10:00:00",,,"Bonnsai","GUC e.V.","5","15","Pool A","WMUCC Quali Open Masters","1","wmucc open","Neuss",
"2021-09-25 12:30:00",,,"GUC e.V.","Hardfisch","15","12","Pool A","WMUCC Quali Open Masters","1","wmucc open","Neuss",
"2021-09-25 15:30:00",,,"Family Ultimate","Wolpertinger","6","15","Pool A","WMUCC Quali Open Masters","1","wmucc open","Neuss",
"2021-09-25 10:00:00",,,"Hardfisch","Family Ultimate","15","6","Pool A","WMUCC Quali Open Masters","2","wmucc open","Neuss",
"2021-09-25 12:30:00",,,"Bonnsai","Wolpertinger","9","15","Pool A","WMUCC Quali Open Masters","2","wmucc open","Neuss",
"2021-09-25 15:30:00",,,"Hardfisch","Bonnsai","15","6","Pool A","WMUCC Quali Open Masters","2","wmucc open","Neuss",
"2021-09-25 11:00:00",,,"Spätmix","Old Man Line","15","12","Pool A","WMUCC Quali Mixed Masters","1","wmucc mixed","Köln",
"2021-09-25 13:30:00",,,"Old Man Line","SugarMix","10","15","Pool A","WMUCC Quali Mixed Masters","1","wmucc mixed","Köln",
"2021-09-25 16:00:00",,,"S5MmiXed","Heidees","9","15","Pool A","WMUCC Quali Mixed Masters","1","wmucc mixed","Köln",
"2021-09-25 11:00:00",,,"SugarMix","S5MmiXed","15","13","Pool A","WMUCC Quali Mixed Masters","2","wmucc mixed","Köln",
"2021-09-25 13:30:00",,,"Spätmix","Heidees","14","15","Pool A","WMUCC Quali Mixed Masters","2","wmucc mixed","Köln",
"2021-09-25 16:00:00",,,"SugarMix","Spätmix","15","10","Pool A","WMUCC Quali Mixed Masters","2","wmucc mixed","Köln",
"2021-09-25 12:00:00",,,"jinX","Seagulls","12","13","Pool A","WMUCC Quali Frauen Masters","1","wmucc","Berlin",
"2021-09-26 10:00:00",,,"Heidees","Old Man Line","15","9","Pool A","WMUCC Quali Mixed Masters","1","wmucc mixed","Köln",
"2021-09-26 12:30:00",,,"Old Man Line","S5MmiXed","15","14","Pool A","WMUCC Quali Mixed Masters","1","wmucc mixed","Köln",
"2021-09-26 10:00:00",,,"S5MmiXed","Spätmix","11","15","Pool A","WMUCC Quali Mixed Masters","2","wmucc mixed","Köln",
"2021-09-26 12:30:00",,,"Heidees","SugarMix","15","12","Pool A","WMUCC Quali Mixed Masters","2","wmucc mixed","Köln",
"2021-09-26 10:00:00",,,"Wolpertinger","GUC e.V.","7","15","Pool A","WMUCC Quali Open Masters","1","wmucc open","Neuss",
"2021-09-26 12:30:00",,,"GUC e.V.","Family Ultimate","15","9","Pool A","WMUCC Quali Open Masters","1","wmucc open","Neuss",
"2021-09-26 10:00:00",,,"Family Ultimate","Bonnsai","9","15","Pool A","WMUCC Quali Open Masters","2","wmucc open","Neuss",
"2021-09-26 12:30:00",,,"Wolpertinger","Hardfisch","11","15","Pool A","WMUCC Quali Open Masters","2","wmucc open","Neuss",
"2021-10-16 09:00:00",,,"Wall City","Hardfisch","13","7","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-16 11:15:00",,,"Bad Skid","Ars Ludendi","13","2","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-16 12:40:00",,,"jinX","Seagulls","15","11","Pool A","WUCC Quali Damen","1","wucc","Berlin",
"2021-10-16 14:20:00",,,"7 Schwaben","Wall City","9","13","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-16 16:35:00",,,"Heidees","MUC","6","13","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-16 09:00:00",,,"MUC","7 Schwaben","10","13","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-16 11:15:00",,,"Heidees","7 Schwaben","9","13","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-16 14:20:00",,,"Heidees","Bad Skid","9","13","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-16 16:35:00",,,"Ars Ludendi","Wall City","7","13","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-16 09:00:00",,,"Ars Ludendi","Heidees","10","13","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-16 11:15:00",,,"Hardfisch","MUC","8","13","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-16 14:20:00",,,"Ars Ludendi","Hardfisch","13","12","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-16 16:35:00",,,"Bad Skid","7 Schwaben","13","11","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-16 10:45:00",,,"Maultaschen","Disconnection","9","15","Pool A","WUCC Quali Mixed","1","wucc","Frankfurt am Main",
"2021-10-16 13:15:00",,,"Disconnection","Frau Rauscher & the Bembelboys","13","10","Pool A","WUCC Quali Mixed","1","wucc","Frankfurt am Main",
"2021-10-16 15:45:00",,,"Colorado","Mainzelrenner","15","11","Pool A","WUCC Quali Mixed","1","wucc","Frankfurt am Main",
"2021-10-16 10:45:00",,,"Frau Rauscher & the Bembelboys","Colorado","15","14","Pool A","WUCC Quali Mixed","2","wucc","Frankfurt am Main",
"2021-10-16 13:15:00",,,"Maultaschen","Mainzelrenner","4","15","Pool A","WUCC Quali Mixed","2","wucc","Frankfurt am Main",
"2021-10-17 09:00:00",,,"Wall City","Heidees","13","4","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-17 11:15:00",,,"7 Schwaben","Ars Ludendi","13","4","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-17 13:30:00",,,"Bad Skid","Wall City","13","12","Pool A","WUCC Quali Open","1","wucc","Berlin",
"2021-10-17 09:00:00",,,"MUC","Bad Skid","8","13","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-17 11:15:00",,,"Hardfisch","Bad Skid","10","13","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-17 13:30:00",,,"Hardfisch","Heidees","13","7","Pool A","WUCC Quali Open","2","wucc","Berlin",
"2021-10-17 09:00:00",,,"7 Schwaben","Hardfisch","13","12","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-17 11:15:00",,,"Wall City","MUC","13","10","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-17 13:30:00",,,"MUC","Ars Ludendi","13","11","Pool A","WUCC Quali Open","3","wucc","Berlin",
"2021-10-17 12:00:00",,,"Mainzelrenner","Disconnection","13","15","Pool A","WUCC Quali Mixed","1","wucc","Frankfurt am Main",
"2021-10-17 14:30:00",,,"Disconnection","Colorado","15","12","Pool A","WUCC Quali Mixed","1","wucc","Frankfurt am Main",
"2021-10-17 09:30:00",,,"Frau Rauscher & the Bembelboys","Maultaschen","15","10","Pool A","WUCC Quali Mixed","2","wucc","Frankfurt am Main",
"2021-10-17 12:00:00",,,"Colorado","Maultaschen","15","10","Pool A","WUCC Quali Mixed","2","wucc","Frankfurt am Main",
"2021-10-17 14:30:00",,,"Mainzelrenner","Frau Rauscher & the Bembelboys","15","7","Pool A","WUCC Quali Mixed","2","wucc","Frankfurt am Main",
